overs,comment
19.3,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Mehidy Hasan, no run, had he left that, would've been a wide, but he reaches out to this full and wide delivery, toe end it to Dhawan at backward point, they don't take the single</p>"
19.2,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Mehidy Hasan, <b>SIX</b>, looked high, but Mehidy Hasan had advanced and replays show that it was ok as far as height was concerned. Mehidy Hasan takes it on the full and swings it high and over deep mid. Big hit</p>"
19.1,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Mehidy Hasan, <b>FOUR</b>, the knuckle ball, slower outside off, Mehidy Hasan gets down low, shuffles across and then scoops it over short fine. Did enough to clear the fielder</p>"
18.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Mustafizur, no run, slower delivery to end, Mustafizur pushes it to extra-cover who is at the edge of the ring. India want Mustafizur to be on strike, but they don't take the single. Just 3 runs off the penultimate over! Top bowling by Unadkat</p>"
18.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Mustafizur, no run, crisp drive, with a good bat-flow but again straight to the fielder at mid-off. Good captaincy by Rohit to deny Mehidy Hasan the strike</p>"
18.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Mustafizur, no run, very full now, Mustafizur pushes it to mid-off, Mehidy Hasan wants the strike, but the ball finds the fielder too quickly</p>"
18.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Rubel, <b>out</b> Bowled!! Unadkat is fired up. And how. Cleans up Rubel much like how he did Sabbir. A cutter, came very slow, completely does in Rubel who awkwardly slogs to leg and misses. Game over. <b>Rubel b Unadkat 0(1)</b></p>"
18.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Rubel, <b>wide</b>, too high and way too short, rightly called a wide</p>"
18.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Sabbir Rahman, <b>out</b> Bowled!! Bowled him. Uses the slower delivery to good effect and it goes through Sabbir Rahman's defences. Was too early into the swipe, the ball came much later, falls on the stumps. Massive wicket for Sabbir Rahman was striking it really well. He goes back with the <b>highest score by a Bangladeshi batsman against India in T20Is.</b> <b>Sabbir Rahman b Unadkat 77(50) [4s-7 6s-4]</b></p>"
18.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Sabbir Rahman, 2 runs, <b>Review again by India. For lbw against Sabbir Rahman.</b> Looks like an inside edge onto the pad. The third umpire wants UltraEdge - clear spike and <b>India will lose their review.</b> Sabbir Rahman moved across, to get himself outside the line, the thin snick on the attempted scoop, saved him. Ricochets off the pad and they take two</p>"
17.6,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, 1 run, slower one, stands up short, Sabbir Rahman rocks back and pulls to deep mid. Just the single</p>"
17.5,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, <b>FOUR</b>, now to the other side. Pre-meditated scoop, gets low and takes the fuller one around off, to get it over short fine's head. Lovely batting</p>"
17.4,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, <b>FOUR</b>, uses the slower delivery and the width on that, it was outside off, so Sabbir Rahman glides it wide of the short third fielder. Showing finesse there</p>"
17.3,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, no run, <b>Review time.</b> From India. For lbw against Sabbir Rahman. No bat. Is it slipping down? Umpire's call on hitting, so <b>Sabbir Rahman will survive</b> Just clipping and since the onfield ump didn't give it, he survives. Cross-seam delivery in the blockhole, hits the front pad after missing the bat, Sabbir Rahman again was looking for a quick single, was almost halfway down, but <b>SN Thakur missed the under-arm flick. Had that hit, the batsman would've been walking back</b></p>"
17.2,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Mehidy Hasan, 1 run, <b>another chance of a run-out</b>, Sabbir Rahman may have been just in even as Dhawan from backward point missed his throw, Mehidy Hasan had ran a long way forward, so they can't steal another run as the ball is fielded on the dive at deep mid. SN Thakur again isn't happy about something</p>"
17.1,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, 1 run, full on the pads, flicked to deep mid-wicket. Mehidy Hasan is happy with just a single</p>"
16.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Sabbir Rahman, 1 run, slower delivery to end, Sabbir Rahman keeps the strike with a single to sweeper cover</p>"
16.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Shakib, <b>out</b> Shakib Run Out!! They take on Rahul and the tag-team of KL Rahul and Vijay Shankar do an exceptional job to get Shakib. Driven to extra-cover, straight to the fielder, KL fires in an awkward throw on the bounce to Vijay Shankar who manages to parry the ball onto the stumps. Shakib was just short. He didn't dive either. Had he done so, would've survived. But credit to the bowler for handling such a fast throw near his feet. <b>Shakib run out (KL/Vijay Shankar) 7(7) [4s-1]</b></p>"
16.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Sabbir Rahman, 1 run, <b>thank Masuri and other companies who manufacture helmets.</b> Sabbir Rahman should thank them, because if there was no grille, it would've smashed into his face and broken a few teeth. Another full-toss, he attempts the cheeky ramp scoop and edges it onto the grille, the helmet takes the brunt of the blow even as Sabbir Rahman's head is pushed back by the impact. The ricochet goes near mid-wicket</p>"
16.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Sabbir Rahman, <b>SIX</b>, back-of-the-hand slower delivery gone horribly wrong. Ends up being a juicy full-toss, Sabbir Rahman smashed that over deep mid's head. Just over even as the fielder tried to leap and catch that. Sails over him</p>"
16.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Sabbir Rahman, no run, Vijay Shankar comes back well. Right into the blockhole, dug out back to the bowler</p>"
16.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Sabbir Rahman, <b>SIX</b>, Sabbir Rahman is teeing off now. One too many slower balls. Sabbir Rahman waits on the crease and sits down to slog it over cow-corner. Got enough bat to get it all the way</p>"
15.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Sabbir Rahman, 1 run, too full on the stumps, Sabbir Rahman drives to long-on to keep the strike</p>"
15.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Shakib, 1 run, slower and on the pads, worked through mid-wicket</p>"
15.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Shakib, no run, slower and following Shakib, as he made room to cut, it hurried on and spoilt his timing, chopped to backward point</p>"
15.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Sabbir Rahman, 1 run, <b>50 for Sabbir Rahman</b>. Got there with a drive to long-off after using his feet. He needs to kick on though and be there till the end</p>"
15.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Sabbir Rahman, <b>SIX</b>, fine shot. Saw the slower tossed up delivery outside off and heaved it with all his might. Got hold of the shot too and it sails over deep mid. Much-needed six</p>"
15.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Shakib, 1 run, slower, drifting into the pads, whipped off the back foot to leg</p>"
14.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Shakib, 1 run, angled in on a good length on off, Shakib defends in front of backward point, easy run</p>"
14.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Shakib, no run, goes under the bat of Shakib who was trying to cut that, may have kept a shade low to beat the bottom edge</p>"
14.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Shakib, <b>FOUR</b>, edged and four. Shakib flashes at a full ball outside off, with no slip, the edge was always going away, third man is too square to get across. Raced off the bat and well wide of DK</p>"
14.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Sabbir Rahman, 1 run, another slower delivery, on the stumps, pushed to mid-off</p>"
14.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Mahmudullah, <b>out</b> Mahmudullah Run Out!! Serious brainblast from both batsmen especially Sabbir Rahman. Mahmudullah was concerned about the lbw call, because it was close, totally done in by the slower delivery, trying to work to leg and missed. Off the pad to DK, Sabbir Rahman though wanted the strike and was at the other end. DK threw it back to Vijay Shankar who was sliding, scrambling but manages to get to the stumps to run Mahmudullah out. Totally Sabbir Rahman's fault. Mahmudullah sacrificed his wicket, initially thought to stay his ground, but seeing Vijay Shankar's awkwardly body movements, may have felt a tiny chance to escape. He didn't and Bangladesh have lost a wicket at the wrong time. And the big one of Mahmudullah too. <b>Mahmudullah run out (Karthik/Vijay Shankar) 21(16) [4s-2]</b></p>"
14.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Mahmudullah, <b>FOUR</b>, poor bowling. With short fine inside the ring, full and on the pads, Mahmudullah flicks wide of short fine and deep square is too far away from the ball to get across</p>"
13.6,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Mahmudullah, 1 run, full-toss, may have been another knuckle ball attempted, tapped down to long-on</p>"
13.5,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Mahmudullah, no run, now the cross-seamer, on a fuller length and this swung away to beat the drive of Mahmudullah, close to taking the snick. DK liked that and well bowled. Using all his variations</p>"
13.4,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, 1 run, another knuckle ball, Sabbir Rahman taps it through cover and takes the single on offer</p>"
13.3,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, no run, beautiful knuckle ball and it swung from the hand, and in the air, Sabbir Rahman wanted to run it down wide of DK, could only get a feather, not good enough to beat the keeper</p>"
13.2,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, <b>FOUR</b>, Sabbir Rahman goes straight over SN Thakur now. Consecutive fours. Uses his feet and thumps the length delivery straight. Long-off and long-on can't get to the ball</p>"
13.1,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, <b>FOUR</b>, first bit of bad fielding in the field and it comes from Chahal. SN Thakur and Rohit aren't happy. Chahal at short fine, was slow to dive and when he did, allowed the ball to slip under his fingers, got up and chased it, as did DK and one more fielder, but the trio weren't able to cut the boundary</p>"
12.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Sabbir Rahman, 1 run, slower delivery on off, Sabbir Rahman defends with soft hands, in front of cover, easy run</p>"
12.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Mahmudullah, 1 run, <b>had Unadkat hit, Mahmudullah was gone.</b> Unadkat covering ground to his right on his followthrough, was quick to get across, picked it up with his right-hand and then transferred it to his left, before firing a throw, it missed and the diving Mahmudullah scraped home. But what backing up by Rohit at extra cover, the ball was speeding across the turf, he slid to his right and came up with the cherry in one hand - before hurling a throw to DK. Top quality fielding - shows how intense India are tonight. The captain setting the example</p>"
12.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Mahmudullah, <b>FOUR</b>, beautiful shot. Third man was inside the ring, on a back of a length outside off, width there to play the late glide, Mahmudullah opens the face of the bat and gets it right between backward point and short third. Lovely batting</p>"
12.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Mahmudullah, no run, off-cutter, slowed down the pace, tricked Mahmudullah completely, defended back to Unadkat</p>"
12.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Sabbir Rahman, 1 run, short of length angling in, towards off and middle, nudged to the left of short fine leg</p>"
12.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Mahmudullah, 1 run, angled in from round the wicket, on a good length, dabbed down to third man</p>"
11.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Mahmudullah, 1 run, short delivery on off, pulled to the right of Manish Pandey who almost overruns it but reads the spin on that and comes up with the ball. He must be the best in this lot, isn't he?</p>"
11.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Sabbir Rahman, 1 run, slower delivery, Sabbir Rahman uses his feet and can't get hold of the big hit, slugged to deep mid</p>"
11.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Mahmudullah, 1 run, too straight, nudged to short fine leg, easy run taken</p>"
11.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Mahmudullah, 2 runs, the slower delivery, on the pads, gently worked in front of long-on, even Raina isn't able to prevent the quick two this time</p>"
11.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Mahmudullah, <b>wide</b>, down leg</p>"
11.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Mahmudullah, 2 runs, Raina has put on some weight, I can see that but still is a top fielder. He sprints to his right from long-on and then puts in the dive to come up with the ball with his right-hand when he got up, saved two. Super effort from the senior man after running across</p>"
11.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Mahmudullah, 2 runs, Mahmudullah comes down the track and is lucky that he didn't time the slog, if he had got it off the middle of the bat, would've found deep mid, it bounces well wide of the fielder</p>"
10.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Mahmudullah, 1 run, slower and width outside off, Mahmudullah reaches out and cuts to sweeper cover to keep the strike</p>"
10.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Mahmudullah, no run, lovely. Lovely. Variation. From Chahal, the flipper, zoots off the track, Mahmudullah defends off the back foot</p>"
10.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Sabbir Rahman, 1 run, takes it from outside off and swipes along the ground to deep mid</p>"
10.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Mahmudullah, 1 run, nearly through Mahmudullah's defences. Beautifully bowled googly, on a fuller length, Mahmudullah has trouble against the wrong'uns, he pushes at the ball with a gap between bat and pad. Thick inside edge saves him</p>"
10.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Sabbir Rahman, 1 run, shortish, Sabbir Rahman goes back and pulls hard, on the bounce to deep mid</p>"
10.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Rahim, <b>out</b> Caught by Vijay Shankar!! Rahim goes now. He was itching to go after Chahal, does so but perishes. Another well-held catch by the Indians in the field. But it is Chahal's wicket. Slowed it down, made Rahim reach out for it as he advanced, the left leg's balance was shot with the weight not going into the attempted carve, skied to the right of backward point where Vijay Shankar covers good ground to take a tumbling catch. Replays shows that it was the attempted googly. <b>Rahim c Vijay Shankar b Chahal 9(12)</b></p>"
9.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Sabbir Rahman, no run, superb bowling. This kid is a serious talent. Rams in the yorker, on seeing Sabbir Rahman advance, the batsman can only dig it out. Would've seen Rahman advance previously, so knew what he was doing there</p>"
9.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Rahim, 1 run, full and wristed to long-on</p>"
9.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Rahim, no run, fired in full, Rahim squeezes it out straight to the fielder at cover</p>"
9.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Sabbir Rahman, 1 run, was that the slower overspinner? Could well have been, Sabbir Rahman had to wait for an age for the ball to arrive, when it does, he can only get a tiny part of the bat on the reverse sweep which is good enough to give him only a single</p>"
9.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Sabbir Rahman, 2 runs, down the track again, takes it on the full, didn't get hold of it, but wide of the fielder in the deep for two more</p>"
9.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Rahim, 1 run, superbly bowled. Not sure whether he saw Rahim charging or he decided to bowl what he did, Rahim who is down the wicket, sees the length short and the ball spinning, dabs to the off-side for a single</p>"
8.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Rahim, 1 run, flat trajectory, pushed through on off, Rahim was making room to go over cover, had to adjust and dabbed it wide of backward point in the end to get the single</p>"
8.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Sabbir Rahman, 1 run, back to slowing it down, tossed up outside off, Sabbir Rahman fetches the sweep from there and finds deep mid</p>"
8.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Sabbir Rahman, no run, quicker one now and raps Sabbir Rahman on the pad, but it was sliding down, Sabbir Rahman was beaten for pace as he tried to flick, rushed through - the attempted flipper</p>"
8.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Sabbir Rahman, no run, slower and outside off, fullish length, Sabbir Rahman steers it straight to the fielder at backward point</p>"
8.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Rahim, 1 run, Vijay Shankar does well and Rohit applauds that effort by clapping. Swept wide of him at short fine and he slides across to pick the ball up with one hand, keeps it to a single</p>"
8.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Sabbir Rahman, 1 run, tossed up slower and outside off, making Sabbir Rahman reach out for the drive, through cover and wide of the fielder</p>"
7.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Sabbir Rahman, 1 run, unnecessary from Dhawan at short third. The batsmen had decided against the quick single, but he hits direct and the ricochet slips away from Vijay Shankar's grasp who was backing up. Gives the run to Sabbir Rahman</p>"
7.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Rahim, 1 run, now Rahim charges Vijay Shankar, with the bowler following the batsman, swiped straight to the fielder on the bounce to deep mid</p>"
7.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Sabbir Rahman, 1 run, very full outside off, dug out wide of the diving Vijay Shankar</p>"
7.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Sabbir Rahman, <b>FOUR</b>, clever and cheeky from Sabbir Rahman. Full around off, he just bends his head down a tad and then uses the bat as a broom, paddling it over the fielder. 10 off 2 and suddenly there's some momentum being injected</p>"
7.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Sabbir Rahman, <b>SIX</b>, good hit. Maybe they have seen what Vijay Shankar bowls, which is hitting the pitch hard on a back of a length, so Sabbir Rahman walks down the track and then thumps the pull flat to the deep backward square fence. There was a fielder at deep square, but this was placed well wide of him</p>"
7.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Vijay Shankar to Rahim, 1 run, full outside off, Rahim wrists an on-drive to long-on</p>"
6.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Rahim, 1 run, pushed through flat outside off, Rahim dabs wide of backward point, Sabbir Rahman races across to complete the single</p>"
6.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Sabbir Rahman, 1 run, drags the length back, but keeps it slower and on a flat trajectory, Sabbir Rahman waits for it and then controls the pull to send it to deep mid-wicket</p>"
6.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Rahim, 1 run, tried the topspinner, went full and straight outside off, Rahim sweeps it along the ground to deep mid</p>"
6.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Sabbir Rahman, 1 run, shortish and that allows Sabbir Rahman to go back and cut that to sweeper cover</p>"
6.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Sabbir Rahman, no run, good reverse sweep, but straight to the fielder at backward point. Unadkat makes a good stop</p>"
6.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Rahim, 1 run, tossed up outside off, steered in front of backward point, easy single taken</p>"
5.6,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, no run, Thakur is the one who is frantically appealing for lbw, even when DK tells him that there's bat involved. Low swinging full-toss, drifting down, Sabbir Rahman shuffles across and there's a tickle to DK, who catches it on the bounce and indicates to the bowler who still is appealing. Rohit comes across and <b>finally they don't take the review</b></p>"
5.6,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, <b>wide</b>, fires it outside the tramline way outside off, called a wide</p>"
5.5,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, no run, another cross-seam short delivery, hurries onto Sabbir Rahman who mistimes the pull to mid-wicket</p>"
5.4,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, <b>FOUR</b>, top edge and over DK's head. Cross-seamer from SN Thakur, on a short of length, pacy, but Sabbir Rahman pulls and gets lucky</p>"
5.3,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, no run, short of length on middle, tucked to the right of mid-wicket. There was an easy single on offer, but confusion between the two batsmen, eventually they don't go for it with Sabbir Rahman sent back</p>"
5.2,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Rahim, leg byes, 1 run, sliding down, raps the pad, but never going to get that, so SN Thakur's appeal is academic. They take a legbye</p>"
5.1,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Sabbir Rahman, 1 run, Sabbir Rahman wants to keep attacking. He charges at SN Thakur, swipes the length ball off the inside half of the bat to deep square</p>"
4.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Soumya Sarkar, <b>out</b> Caught by Dhawan!! Another one for Chahal. Bangladesh are falling apart here. The sweep doing the damage for Soumya Sarkar. Was there to be put away, sliding down, but Sarkar hit it straight to the fielder at backward square, just beside the umpire. Hit with power but no placement. Dhawan did well to grasp that as it was travelling. When it is not going your way, this happens. Two for Chahal in the over. <b>Soumya Sarkar c Dhawan b Chahal 1(2)</b></p>"
4.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Sabbir Rahman, leg byes, 1 run, down leg, off the pad and going down</p>"
4.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Sabbir Rahman, <b>FOUR</b>, dangerous shot, but Sabbir Rahman has hit that well. Full on middle, swept hard and flat over mid-wicket's head. Good blow</p>"
4.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Soumya Sarkar, 1 run, Chahal dived across but couldn't stop that crisp drive to his left. Soumya Sarkar gets off the mark with a single</p>"
4.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Tamim, <b>out</b> Caught by SN Thakur!! Take a bow Shardul. What a catch under pressure and with a moonball to boot. Tamim holes out. All smiles in the Indian camp as they rush towards the pacer to congratulate him. Tamim used his feet and even though he didn't get to the pitch of that one, decided to loft, went a mile up in the air, towards long-on. Thakur was positioned inches inside the cushions, reverse-cups it and manages to hold his left leg's momentum, arrested and stopped the foot there even as he balanced his weight on the other leg. Then when the ball and body was totally in control, ran forward to celebrate. He could've thrown it up, gone out, come in and taken it. But trusted his instincts and strength to not do that. Superb effort and Bangladesh have lost both the openers. <b>Tamim c SN Thakur b Chahal 15(13) [4s-1]</b></p>"
4.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Chahal to Tamim, no run, on the pads, Tamim sweeps and finds Dhawan at backward square. Chahal lucky that it went straight to the fielder, either side of the fielder and it was four</p>"
3.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Sabbir Rahman, no run, very full, Sabbir Rahman could've driven that if he wanted or gone over cover, instead he opts to defend this to cover</p>"
3.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Sabbir Rahman, no run, flat and angled in on off and middle, nudged to mid-wicket</p>"
3.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Sabbir Rahman, no run, superb bowling. Sabbir Rahman is beaten playing for the turn. This is bowled on a good length and it skids after pitching, since the batsman was playing for the turn, it held its line and beat the outside edge. Top class stuff from the youngster</p>"
3.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Sabbir Rahman, no run, first ball and what does Sabbir Rahman do? Pre-meditation again, went for the reverse sweep, bit of glove and bat, it rolls to backward point. No chance of a quick single</p>"
3.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Liton Das, <b>out</b> Caught by Raina!! That's the first blow. Well bowled by Washington Sundar, slowed it up and flighted it up above the batsman's eyeline, the length was full but Liton Das had pre-meditated his sweep even before he saw the ball, shuffled across to get it over square leg, top edge straight up and Raina cups a dolly near short fine. <b>Liton Das c Raina b Washington Sundar 11(9) [6s-1]</b></p>"
3.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Tamim, 1 run, sliding down and a gentle tickle off the pads, short fine is Unadkat, they take him on and complete an easy single</p>"
2.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Tamim, 1 run, another cutter, the offie variety, on a length on off, Tamim calmly keeps the strike with a single to deep square</p>"
2.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Liton Das, 1 run, shuffles across expecting to work it across the line, a slower delivery around off, he does hit the gap with a turn of the wrists</p>"
2.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Tamim, 1 run, over the wicket now to Tamim, angles a good length delivery on middle, turned to mid-wicket who is deep and it's an easy single</p>"
2.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Liton Das, 1 run, pitched up outside off, Liton Das push-drives to the right of mid-off</p>"
2.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Liton Das, <b>SIX</b>, the first biggie of the game. Liton Das charges Unadkat and since the ball was angled across him, he opened his arms and carved it over sweeper cover, the ball lands beyond the boundary ropes. Opened the bat face at the last moment and got the elevation to get the ball to go all the way</p>"
2.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Tamim, 3 runs, brilliant fielding by Manish Pandey. Running to his right from deep square leg, he dives to his right after that sprint and pushes the ball back. Saves a run for his side. Every run counts in this format</p>"
1.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Liton Das, no run, nicely tossed up, Liton Das watchfully pushes it back to Washington Sundar. Another good first over from the youngster</p>"
1.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Tamim, 1 run, very full on the pads, flicked to deep mid-wicket, for a single</p>"
1.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Tamim, 2 runs, slowed it up, shorter, Tamim rocks back and pulls it to the right of deep mid for a couple</p>"
1.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Tamim, no run, DK and slip went up for a big appeal asking for LBW, but Washington Sundar isn't keen. Angling in, rushing through and hitting the front pad above the kneeroll. Missed the forward defence. <b>Would've been going down.</b> India rightly don't take the review</p>"
1.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Tamim, no run, very full, hint of drift in, Tamim pushes it to the left of Washington Sundar. That came off the inside half of the bat</p>"
1.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Washington Sundar to Liton Das, 1 run, tossed up outside off, Liton Das gets forward and pushes it to long-on to get a single</p>"
0.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Tamim, <b>FOUR</b>, good batting. Intelligent stuff from Tamim. He knows that short fine is inside the ring and anything over and wide of him will fetch him a boundary. So gets inside the line of this short of length delivery on the hips and flamingo-flicks over the man's head. Spoils the over for Unadkat</p>"
0.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Liton Das, 1 run, on a length and around off, Liton Das turns the wrists on the ball and sends it to the vacant square leg region</p>"
0.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Tamim, 1 run, short of length on middle, whipped straight to the fielder at deep square leg</p>"
0.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Liton Das, 1 run, short of length outside off, dabbed down to third man to get himself off the mark</p>"
0.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Liton Das, <b>wide</b>, slips it down leg. Radar went astray there</p>"
0.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Unadkat to Liton Das, no run, fullish outside off, Liton Das tentatively pushes it down the track, the ball rolls to the left of Unadkat</p>"
